date,team,oppteam,location,teamscore,oppscore
2/19/2024,Southeastern La.,Lamar University,H,72,77
2/19/2024,Florida A&M,Alcorn,V,68,79
2/19/2024,Morgan St.,Delaware St.,V,58,80
2/19/2024,N.C. Central,Norfolk St.,V,74,80
2/19/2024,Prairie View,Grambling,H,74,83
2/19/2024,New Orleans,Nicholls,H,77,89
2/20/2024,Boise St.,San Jose St.,H,82,50
2/20/2024,Massachusetts,VCU,H,74,52
2/20/2024,Davidson,Fordham,H,68,53
2/20/2024,Ohio,Kent St.,H,63,57
2/20/2024,Nevada,Wyoming,H,76,58
2/20/2024,Wake Forest,Pittsburgh,H,91,58
2/20/2024,Western Mich.,Miami (OH),H,77,58
2/20/2024,Central Mich.,Bowling Green,H,62,60
2/20/2024,Bowling Green,Central Mich.,V,60,62
2/20/2024,Villanova,Butler,H,72,62
2/20/2024,Ball St.,NIU,V,70,63
2/20/2024,Kent St.,Ohio,V,57,63
2/20/2024,Utah St.,San Diego St.,H,68,63
2/20/2024,Toledo,Akron,H,72,64
2/20/2024,Creighton,UConn,H,85,66
2/20/2024,Duquesne,Saint Louis,H,81,66
2/20/2024,Saint Mary's (CA),San Francisco,H,70,66
2/20/2024,Tennessee,Missouri,V,72,67
2/20/2024,West Virginia,UCF,H,77,67
2/20/2024,Fordham,Davidson,V,53,68
2/20/2024,San Diego St.,Utah St.,V,63,68
2/20/2024,Buffalo,Eastern Mich.,H,78,69
2/20/2024,NIU,Ball St.,H,63,70
2/20/2024,San Francisco,Saint Mary's (CA),V,66,70
2/20/2024,Wisconsin,Maryland,H,74,70
2/20/2024,Arkansas,Texas A&M,V,78,71
2/20/2024,BYU,Baylor,H,78,71
2/20/2024,Iowa,Michigan St.,V,78,71
2/20/2024,Akron,Toledo,V,64,72
2/20/2024,Butler,Villanova,V,62,72
2/20/2024,Missouri,Tennessee,H,67,72
2/20/2024,Southern Ind.,Morehead St.,V,80,73
2/20/2024,Maryland,Wisconsin,V,70,74
2/20/2024,VCU,Massachusetts,V,52,74
2/20/2024,Florida St.,Boston College,H,84,76
2/20/2024,Wyoming,Nevada,V,58,76
2/20/2024,Miami (OH),Western Mich.,V,58,77
2/20/2024,UCF,West Virginia,V,67,77
2/20/2024,Baylor,BYU,V,71,78
2/20/2024,Eastern Mich.,Buffalo,V,69,78
2/20/2024,Michigan St.,Iowa,H,71,78
2/20/2024,Texas A&M,Arkansas,H,71,78
2/20/2024,Morehead St.,Southern Ind.,H,73,80
2/20/2024,Saint Louis,Duquesne,V,66,81
2/20/2024,Texas Tech,TCU,H,82,81
2/20/2024,San Jose St.,Boise St.,V,50,82
2/20/2024,TCU,Texas Tech,V,81,82
2/20/2024,Syracuse,NC State,V,87,83
2/20/2024,Boston College,Florida St.,V,76,84
2/20/2024,UConn,Creighton,V,66,85
2/20/2024,NC State,Syracuse,H,83,87
2/20/2024,Pittsburgh,Wake Forest,V,58,91
2/21/2024,UNLV,Air Force,V,72,43
2/21/2024,Notre Dame,Louisville,V,72,50
2/21/2024,Boston U.,American,V,67,52
2/21/2024,Memphis,Charlotte,H,76,52
2/21/2024,Lehigh,Army West Point,V,85,54
2/21/2024,Duke,Miami (FL),V,84,55
2/21/2024,Presbyterian,Winthrop,V,78,55
2/21/2024,Clemson,Georgia Tech,V,81,57
2/21/2024,James Madison,Marshall,V,84,58
2/21/2024,Holy Cross,Bucknell,H,73,59
2/21/2024,La Salle,St. Bonaventure,H,72,59
2/21/2024,Charleston So.,USC Upstate,V,63,60
2/21/2024,South Fla.,UTSA,V,66,61
2/21/2024,Bradley,Missouri St.,V,86,62
2/21/2024,Navy,Loyola Maryland,V,69,62
2/21/2024,USC Upstate,Charleston So.,H,60,63
2/21/2024,Wichita St.,Tulsa,H,79,63
2/21/2024,Georgia,Vanderbilt,V,76,64
2/21/2024,Indiana St.,Valparaiso,V,83,64
2/21/2024,Chattanooga,Wofford,H,81,65
2/21/2024,UNC Greensboro,Western Caro.,H,71,65
2/21/2024,New Mexico,Colorado St.,H,68,66
2/21/2024,UTSA,South Fla.,H,61,66
2/21/2024,American,Boston U.,H,52,67
2/21/2024,George Mason,Dayton,H,71,67
2/21/2024,Colorado St.,New Mexico,V,66,68
2/21/2024,Jacksonville St.,Middle Tenn.,H,76,68
2/21/2024,Southern Ill.,Murray St.,H,72,68
2/21/2024,Drake,Belmont,H,84,69
2/21/2024,ETSU,VMI,H,82,69
2/21/2024,Loyola Maryland,Navy,H,62,69
2/21/2024,Nebraska,Indiana,V,85,70
2/21/2024,Pepperdine,Pacific,V,89,70
2/21/2024,Dayton,George Mason,V,67,71
2/21/2024,Georgia St.,Coastal Carolina,H,72,71
2/21/2024,Marquette,DePaul,H,105,71
2/21/2024,Mississippi St.,Ole Miss,H,83,71
2/21/2024,Rice,UAB,V,94,71
2/21/2024,Western Caro.,UNC Greensboro,V,65,71
2/21/2024,Air Force,UNLV,H,43,72
2/21/2024,Coastal Carolina,Georgia St.,V,71,72
2/21/2024,Louisville,Notre Dame,H,50,72
2/21/2024,Murray St.,Southern Ill.,V,68,72
2/21/2024,Samford,Furman,H,74,72
2/21/2024,St. Bonaventure,La Salle,V,59,72
2/21/2024,Bucknell,Holy Cross,V,59,73
2/21/2024,Illinois St.,UNI,H,81,73
2/21/2024,Furman,Samford,V,72,74
2/21/2024,LSU,Kentucky,H,75,74
2/21/2024,Kentucky,LSU,V,74,75
2/21/2024,Longwood,UNC Asheville,H,80,75
2/21/2024,Providence,Xavier,V,79,75
2/21/2024,Saint Joseph's,George Washington,H,79,75
2/21/2024,Charlotte,Memphis,V,52,76
2/21/2024,Middle Tenn.,Jacksonville St.,V,68,76
2/21/2024,Oklahoma St.,Cincinnati,V,80,76
2/21/2024,Vanderbilt,Georgia,H,64,76
